word,start,end
n,90.837125,90.897125
o,90.897125,90.967125
s,90.967125,91.037125
o:,91.037125,91.257125
p,91.257125,91.317125
@,91.317125,91.407125
n,91.407125,91.467125
j,91.467125,91.497125
u:,91.497125,91.547125
g,91.547125,91.677125
o,91.677125,91.757125
t,91.757125,91.787125
a,92.287125,92.467125
l,92.467125,92.507125
d,92.507125,92.547125
@,92.547125,92.827125
p,93.357125,93.417125
r,93.417125,93.447125
e,93.447125,93.537125
t,93.537125,93.567125
i,93.567125,93.607125
m,93.607125,93.637125
u,93.637125,93.727125
x,93.727125,93.757125
?,93.757125,93.787125
e,93.787125,93.907125
v,93.907125,93.987125
@,93.987125,94.017125
r,94.017125,94.047125
i,94.047125,94.257125
s,94.387125,94.417125
t,94.417125,94.587125
o:,94.587125,94.687125
r,94.687125,94.717125
@,94.717125,94.747125
o,94.747125,94.847125
n,94.847125,94.897125
d,94.897125,94.927125
@,94.927125,94.977125
k,94.977125,95.147125
o,95.147125,95.207125
6,95.207125,95.297125
n,95.297125,95.327125
j,95.327125,95.357125
6,95.357125,95.447125
s,95.447125,95.497125
g,95.497125,95.577125
o,95.577125,95.607125
t,95.607125,95.637125
a:,95.637125,95.797125
l,96.157125,96.187125
o,96.187125,96.327125
t,96.327125,96.357125
@,96.357125,96.567125
r,96.567125,96.597125
i,96.597125,96.657125
m,96.657125,96.687125
a,96.687125,96.717125
x,96.717125,96.797125
i:,96.797125,96.977125
n,96.977125,97.157125
@,97.157125,97.237125
o,97.287125,97.317125
6,97.317125,97.357125
t,97.547125,97.667125
i,97.667125,97.767125
k,97.767125,97.857125
@,97.857125,97.947125
t,97.947125,98.017125
s,98.017125,98.087125
i:,99.857125,99.897125
t,99.897125,99.927125
i,99.927125,99.957125
n,99.957125,100.077125
i,101.147125,101.177125
s,101.377125,101.407125
?,101.557125,101.647125
a:,101.647125,101.717125
g,101.717125,101.747125
u,101.747125,101.777125
t,101.777125,101.837125
?,101.837125,101.877125
i,101.877125,101.927125
d,101.927125,101.967125
e,101.967125,102.027125
a,102.027125,102.057125
b,102.057125,102.097125
@,102.097125,102.257125
k,102.257125,102.307125
au,102.307125,102.347125
z,102.347125,102.377125
@,102.377125,102.617125
i:,102.667125,102.977125
v,102.977125,103.077125
@,103.077125,103.137125
v,103.137125,103.197125
o,103.197125,103.467125
n,103.467125,103.517125
m,103.517125,103.547125
ai,103.547125,103.667125
f,103.667125,103.777125
e:,103.777125,103.857125
6,103.857125,103.907125
s,103.907125,104.007125
a:,104.007125,104.047125
r,104.047125,104.077125
@,104.077125,104.267125
o,104.267125,104.297125
f,104.297125,104.352125
m,104.352125,104.427125
a,104.427125,104.527125
n,104.527125,104.567125
i,104.567125,104.867125
t,104.957125,104.987125
ai,104.987125,105.327125
g,105.327125,105.397125
i:,105.397125,105.477125
v,105.477125,105.567125
@,105.567125,105.607125
?,106.227125,106.267125
e,106.267125,106.337125
v,106.337125,106.367125
e,106.367125,106.477125
r,106.477125,106.527125
i,106.527125,106.617125
b,106.617125,106.677125
o:,106.677125,106.717125
d,106.717125,106.747125
i,106.747125,106.817125
a:,106.817125,107.077125
f,107.167125,107.197125
e:,107.197125,107.327125
6,107.327125,107.392125
s,107.392125,107.487125
a:,107.487125,107.527125
s,107.527125,107.557125
@,107.557125,107.737125
i,107.847125,107.947125
k,107.947125,107.977125
n,107.977125,108.087125
o,108.087125,108.127125
t,108.127125,108.157125
ai,108.157125,108.267125
d,108.267125,108.307125
o,108.307125,108.377125
n,108.377125,108.487125
j,109.207125,109.317125
u,109.317125,109.367125
s,109.367125,109.517125
t,109.517125,109.577125
m,110.567125,110.627125
i,110.627125,110.677125
n,110.677125,110.817125
i,110.817125,110.857125
m,110.857125,110.957125
i:,110.957125,111.037125
ts,111.037125,111.087125
@,111.087125,111.157125
i,111.157125,111.187125
t,111.187125,111.307125
o,111.307125,111.367125
v,111.367125,111.487125
o,111.487125,111.657125
n,111.657125,111.787125
o,111.787125,111.817125
6,111.817125,111.867125
t,111.917125,112.107125
u:,112.107125,112.387125
i,113.427125,113.477125
k,113.477125,113.507125
n,113.507125,113.707125
o,113.707125,113.757125
z,114.067125,114.187125
o:,114.187125,114.257125
m,114.257125,114.297125
@,114.297125,114.327125
o,114.327125,114.397125
f,114.397125,114.427125
t,114.427125,114.457125
e:,114.457125,114.497125
m,114.497125,114.527125
h,114.527125,114.617125
a:,114.617125,114.707125
v,114.707125,114.787125
@,114.787125,114.907125
o,114.907125,114.937125
p,114.937125,114.967125
ts,114.967125,115.007125
j,115.007125,115.117125
o:,115.117125,115.167125
n,115.167125,115.317125
s,115.317125,115.467125
?,116.657125,116.697125
e:,116.697125,116.747125
n,116.747125,116.937125
z,116.937125,117.067125
o:,117.067125,117.127125
m,117.127125,117.157125
@,117.157125,117.607125
o,119.397125,119.427125
f,119.427125,119.457125
t,120.477125,120.507125
e:,120.507125,120.547125
m,120.547125,120.577125
d,121.527125,121.557125
o,121.557125,121.587125
n,121.587125,121.677125
j,126.857125,127.057125
e:,127.057125,127.237125
i,127.287125,127.317125
t,127.317125,127.347125
s,127.347125,127.572125
j,127.967125,128.087125
u,128.087125,128.117125
s,128.117125,128.237125
l,128.237125,128.267125
ai,128.267125,128.417125
k,128.417125,128.547125
u:,128.547125,128.807125
h,129.167125,129.247125
a,129.247125,129.337125
v,129.337125,129.387125
i,129.387125,129.447125
n,129.447125,129.557125
a,129.557125,129.667125
l,129.667125,129.697125
k,129.697125,129.787125
o,129.787125,129.827125
h,129.827125,129.867125
o:,129.867125,130.057125
l,130.057125,130.087125
a,130.087125,130.237125
r,130.237125,130.267125
au,130.267125,130.337125
n,130.337125,130.387125
m,131.197125,131.227125
i:,131.227125,131.347125
n,131.347125,131.557125
g,131.747125,131.867125
a,131.867125,131.897125
m,131.897125,131.947125
b,131.947125,131.977125
l,131.977125,132.037125
i,132.037125,132.097125
n,132.097125,132.207125
i,132.207125,132.307125
z,132.307125,132.407125
a:,132.407125,132.637125
l,132.637125,132.667125
o:,132.667125,132.707125
t,132.707125,132.737125
l,132.737125,132.767125
ai,132.767125,132.837125
k,132.837125,132.927125
a,132.927125,133.037125
l,133.037125,133.067125
k,133.067125,133.097125
o,133.097125,133.137125
h,133.137125,133.187125
o:,133.187125,133.357125
l,133.357125,133.427125
i,133.427125,133.467125
k,133.467125,133.537125
e,133.537125,133.637125
n,133.637125,133.707125
b,133.707125,133.747125
@,133.747125,134.017125
a,134.017125,134.047125
t,134.047125,134.077125
d,134.077125,134.137125
i,134.137125,134.267125
k,134.267125,134.327125
t,134.327125,134.387125
i,134.387125,134.467125
n,134.467125,134.637125
?,134.637125,134.727125
i,134.727125,134.807125
t,134.807125,134.877125
k,134.877125,134.907125
e,134.907125,134.937125
s,134.937125,134.987125
r,134.987125,135.017125
@,135.017125,135.137125
f,135.137125,135.167125
j,135.167125,135.277125
u:,135.277125,135.367125
6,135.367125,135.407125
l,135.407125,135.437125
ai,135.437125,135.567125
f,135.567125,135.687125
u,135.687125,135.847125
p,135.847125,135.877125
?,135.967125,135.997125
e:,135.997125,136.037125
n,136.037125,136.257125
j,136.837125,136.927125
u:,136.927125,136.967125
l,136.967125,137.007125
s,137.117125,137.147125
p,137.147125,137.237125
e,137.237125,137.357125
n,137.357125,137.407125
j,137.407125,137.457125
u:,137.457125,137.497125
6,137.497125,137.527125
l,137.527125,137.587125
a,137.587125,137.747125
s,137.747125,137.837125
d,137.837125,137.927125
o,137.927125,138.127125
l,138.127125,138.167125
a,138.167125,138.197125
r,138.197125,138.227125
o,138.227125,138.317125
n,138.317125,138.377125
i,138.377125,138.527125
t,138.527125,138.557125
i,138.557125,138.587125
f,138.587125,138.627125
j,138.627125,138.717125
u:,138.717125,138.757125
r,138.757125,138.787125
@,138.787125,138.967125
z,139.147125,139.177125
e,139.177125,139.367125
t,139.367125,139.417125
f,139.467125,139.547125
a,139.547125,139.777125
r,139.777125,139.807125
g,139.807125,139.917125
o:,139.917125,140.157125
n,140.157125,140.267125
z,141.537125,141.577125
@,141.577125,141.787125
p,141.787125,141.937125
r,141.937125,141.967125
e,141.967125,142.017125
t,142.017125,142.047125
i,142.047125,142.107125
m,142.107125,142.157125
u,142.157125,142.317125
x,142.317125,142.347125
?,142.407125,142.457125
a,142.457125,142.497125
n,142.497125,142.547125
y:,142.547125,142.627125
t,142.627125,142.727125
i,142.727125,142.827125
n,142.827125,142.907125
k,142.907125,143.017125
e,143.017125,143.047125
n,143.047125,143.127125
b,143.127125,143.177125
@,143.177125,143.517125
v,144.347125,144.447125
o,144.447125,144.557125
n,144.557125,144.627125
o,144.627125,144.657125
f,144.657125,144.687125
t,144.687125,144.717125
o:,144.717125,145.017125
z,145.017125,145.237125
f,145.437125,145.477125
a,145.477125,145.657125
k,145.657125,145.697125
t,145.697125,145.827125
o,145.827125,145.857125
6,145.857125,145.997125
s,145.997125,146.157125
v,152.127125,152.177125
e,152.177125,152.207125
m,152.697125,152.727125
o,152.727125,153.117125
s,153.117125,153.197125
p,153.197125,153.287125
i:,153.287125,153.397125
p,153.397125,153.477125
l,153.477125,153.547125
t,153.547125,153.677125
i,153.677125,153.787125
n,153.787125,153.817125
k,153.817125,153.887125
i,153.887125,154.017125
t,154.017125,154.097125
s,154.097125,154.347125
z,154.537125,154.667125
o,154.667125,154.707125
m,154.707125,154.737125
e,154.737125,154.767125
t,154.767125,154.867125
i,154.867125,154.937125
n,154.937125,155.007125
t,155.007125,155.037125
ai,155.037125,155.157125
r,155.157125,155.217125
i,155.217125,155.257125
l,155.257125,155.287125
i,155.287125,155.327125
o,155.327125,155.787125
n,155.787125,155.817125
l,155.817125,155.847125
ai,155.847125,155.997125
k,155.997125,156.027125
v,156.417125,156.497125
e,156.497125,156.527125
l,156.527125,156.672125
d,156.672125,156.727125
@,156.727125,156.867125
m,156.997125,157.077125
a,157.077125,157.157125
n,157.157125,157.197125
i,157.197125,157.277125
g,157.277125,157.307125
e,157.307125,157.337125
t,157.337125,157.407125
i,157.407125,157.497125
n,157.497125,157.747125
f,158.517125,158.547125
r,158.547125,158.577125
o,158.577125,158.617125
m,158.617125,158.647125
d,158.647125,158.687125
@,158.687125,158.777125
l,158.777125,158.807125
o,158.807125,158.987125
t,158.987125,159.037125
@,159.037125,159.137125
r,159.137125,159.167125
i,159.167125,159.297125
t,159.297125,159.467125
o,159.467125,159.497125
d,159.497125,159.527125
@,159.527125,159.577125
p,159.577125,159.687125
i:,159.687125,159.837125
p,159.837125,159.917125
l,159.917125,159.947125
o,159.947125,159.997125
6,159.997125,160.337125
l,160.737125,160.777125
o,160.777125,160.887125
t,160.887125,160.917125
@,160.917125,160.947125
r,160.947125,160.977125
i,160.977125,161.067125
t,161.067125,161.207125
o,161.207125,161.237125
s,161.237125,161.387125
k,161.387125,161.447125
u:,161.447125,161.707125
l,161.707125,161.737125
s,161.737125,161.867125
o,162.747125,162.797125
n,162.797125,162.827125
z,162.827125,162.857125
e,162.857125,163.017125
t,163.017125,163.047125
i,163.047125,163.187125
s,163.187125,163.327125
u,163.327125,163.367125
@,163.367125,163.507125
t,163.507125,163.537125
e,163.537125,163.577125
n,163.577125,163.877125
j,163.877125,164.097125
e:,164.097125,164.337125
i:,164.337125,164.377125
?,164.687125,164.767125
i:,164.767125,164.807125
a,164.807125,164.837125
g,164.837125,164.967125
r,164.967125,164.997125
e:,164.997125,165.117125
v,165.117125,165.147125
i,165.147125,165.197125
t,165.197125,165.227125
d,165.512125,165.547125
@,165.547125,165.677125
n,165.737125,165.887125
a,165.887125,165.937125
m,165.937125,165.967125
b,165.967125,166.037125
l,166.037125,166.077125
i,166.077125,166.107125
n,166.107125,166.297125
t,166.397125,166.427125
i,166.427125,166.487125
n,166.487125,166.697125
?,167.387125,167.447125
i,167.447125,167.487125
k,167.487125,167.517125
n,167.517125,167.697125
o,167.697125,167.747125
j,167.987125,168.037125
u,168.037125,168.087125
s,168.087125,168.207125
a,168.207125,168.237125
s,168.237125,168.267125
l,168.267125,168.297125
o,168.297125,168.387125
n,168.387125,168.497125
a,168.497125,168.547125
z,168.547125,168.637125
i,168.637125,168.697125
t,168.697125,168.797125
s,168.797125,169.017125
l,170.087125,170.117125
ai,170.117125,170.217125
c,170.217125,170.247125
z,170.397125,170.567125
o,170.567125,170.677125
ts,170.677125,170.767125
j,170.767125,170.797125
a:,170.797125,170.897125
l,170.897125,170.957125
d,170.957125,170.997125
r,170.997125,171.027125
i,171.027125,171.067125
n,171.067125,171.107125
k,171.107125,171.197125
i,171.197125,171.257125
n,171.257125,171.337125
?,172.547125,172.627125
i,172.627125,172.707125
n,172.707125,172.767125
a:,172.767125,172.817125
z,172.817125,172.967125
e,172.967125,173.147125
n,173.147125,173.207125
z,173.207125,173.357125
b,173.787125,173.847125
@,173.847125,173.967125
k,173.967125,173.997125
au,173.997125,174.037125
z,174.037125,174.097125
@,174.097125,174.147125
i,174.147125,174.177125
f,174.177125,174.207125
j,174.257125,174.337125
u:,174.337125,174.377125
h,174.377125,174.477125
a:,174.477125,174.527125
v,174.527125,174.557125
@,174.557125,174.727125
p,174.727125,174.857125
i:,174.857125,174.957125
p,174.957125,175.037125
l,175.037125,175.147125
j,175.147125,175.267125
u,175.267125,175.307125
s,175.307125,175.447125
g,176.087125,176.167125
o:,176.167125,176.387125
au,176.387125,176.457125
t,176.457125,176.487125
l,176.737125,176.767125
ai,176.767125,176.857125
k,176.857125,176.902125
t,176.902125,177.027125
o:,177.027125,177.067125
d,177.067125,177.097125
ai,177.097125,177.137125
i:,177.137125,177.337125
?,177.997125,178.057125
i:,178.057125,178.097125
b,178.097125,178.187125
u,178.187125,178.267125
g,178.267125,178.297125
t,178.297125,178.327125
a:,178.327125,178.407125
v,178.407125,178.447125
o,178.447125,178.567125
n,178.567125,178.607125
d,178.607125,178.637125
o,178.637125,178.667125
l,178.667125,178.887125
a,178.887125,178.917125
r,178.917125,178.947125
l,178.947125,178.977125
o,178.977125,179.107125
t,179.107125,179.137125
@,179.137125,179.167125
r,179.167125,179.197125
i,179.197125,179.257125
t,179.257125,179.377125
i,179.377125,179.457125
k,179.457125,179.517125
@,179.517125,179.617125
t,179.617125,179.647125
v,179.647125,179.677125
o,179.677125,179.777125
n,179.777125,179.817125
t,179.817125,179.957125
u:,179.957125,179.997125
b,179.997125,180.067125
u,180.067125,180.157125
k,180.157125,180.217125
s,180.217125,180.267125
o,180.267125,180.397125
f,180.397125,180.477125
o,180.477125,180.577125
f,180.577125,180.607125
i,180.607125,180.677125
z,181.977125,182.037125
@,182.037125,182.167125
i:,182.167125,182.207125
k,182.207125,182.287125
e,182.287125,182.397125
p,182.397125,182.427125
m,182.427125,182.457125
ai,182.457125,182.597125
v,182.597125,182.627125
o,182.627125,182.737125
n,182.737125,182.797125
d,182.797125,182.827125
o,182.827125,183.067125
l,183.067125,183.317125
a,183.317125,183.347125
r,183.347125,183.417125
e:,183.417125,183.607125
n,183.607125,183.637125
u:,183.637125,183.677125
g,183.947125,184.017125
o,184.017125,184.067125
t,184.067125,184.097125
a:,184.097125,184.157125
v,184.157125,184.197125
o,184.197125,184.287125
n,184.287125,184.327125
d,184.327125,184.357125
o,184.357125,184.517125
l,184.517125,184.797125
a,184.797125,184.967125
r,184.967125,184.997125
a,189.617125,189.647125
t,189.647125,189.677125
d,189.677125,189.707125
e:,189.707125,189.877125
t,189.877125,189.907125
o,189.907125,189.937125
n,189.937125,190.057125
j,192.317125,192.347125
e:,192.347125,192.507125
t,192.627125,192.667125
e,192.667125,192.747125
r,192.747125,192.777125
@,192.777125,193.367125
e:,195.567125,195.637125
n,195.637125,195.767125
t,196.737125,196.767125
e,196.767125,196.797125
n,196.797125,197.107125
t,197.477125,197.507125
e,197.507125,197.597125
n,197.597125,197.667125
t,197.667125,197.697125
e,197.697125,197.767125
r,197.767125,197.797125
@,197.797125,197.857125
s,197.857125,197.887125
t,197.887125,197.917125
e:,197.917125,198.017125
z,198.017125,198.157125
@,198.157125,198.327125
u,198.327125,198.417125
m,198.417125,198.447125
l,199.877125,199.907125
i:,199.907125,199.947125
t,199.947125,199.977125
l,199.977125,200.047125
b,200.047125,200.117125
i,200.117125,200.187125
m,200.187125,200.287125
o:,200.287125,200.337125
r,200.337125,200.367125
@,200.367125,200.397125
e,200.397125,200.427125
k,200.427125,200.477125
s,200.477125,200.527125
p,200.527125,200.607125
e,200.607125,200.677125
n,200.677125,200.727125
z,200.727125,200.797125
i:,200.797125,200.837125
v,200.837125,200.877125
@,200.877125,200.907125
k,200.907125,201.087125
a:,201.087125,201.347125
t,201.347125,201.377125
s,201.377125,201.467125
j,201.467125,201.547125
u:,201.547125,201.607125
b,201.607125,201.657125
ai,201.657125,201.937125
d,201.937125,201.967125
@,201.967125,202.167125
l,202.897125,202.927125
o,202.927125,203.057125
t,203.057125,203.087125
@,203.087125,203.147125
r,203.147125,203.177125
i,203.177125,203.287125
k,203.287125,203.427125
a:,203.427125,203.617125
t,203.617125,203.657125
s,203.657125,203.757125
v,203.837125,203.887125
o,203.887125,203.947125
o,203.947125,203.987125
f,203.987125,204.017125
t,204.017125,204.047125
e,204.047125,204.107125
m,204.107125,204.167125
s,204.167125,204.237125
k,204.237125,204.337125
o,204.337125,204.427125
l,204.427125,204.477125
@,204.477125,204.507125
t,204.507125,204.537125
b,204.537125,204.577125
a,204.577125,204.817125
t,204.817125,204.937125
l,204.937125,204.967125
@,204.967125,205.037125
s,205.037125,205.067125
i,205.067125,205.097125
p,205.097125,205.147125
z,205.147125,205.177125
e,205.177125,205.207125
t,205.207125,205.237125
i:,205.237125,205.277125
v,205.277125,205.307125
@,205.307125,205.487125
v,205.937125,205.967125
o,205.967125,206.087125
n,206.087125,206.217125
l,206.467125,206.497125
o:,206.497125,206.537125
t,206.537125,206.567125
o,206.567125,206.697125
f,206.697125,206.727125
m,206.727125,206.757125
a,206.757125,206.857125
n,206.857125,206.897125
i,206.897125,206.977125
o,206.977125,207.087125
f,207.087125,207.187125
o,207.187125,207.337125
f,207.337125,207.367125
v,212.237125,212.357125
e,212.357125,212.387125
l,212.387125,212.567125
j,212.567125,212.717125
u:,212.717125,212.757125
h,212.757125,212.787125
a,212.787125,212.877125
f,212.877125,212.907125
t,212.907125,213.017125
a,213.017125,213.117125
i,213.847125,213.907125
t,213.907125,213.997125
s,213.997125,214.037125
j,214.037125,214.067125
u,214.067125,214.107125
s,214.107125,214.177125
l,214.177125,214.207125
ai,214.207125,214.307125
c,214.307125,214.337125
b,214.337125,214.427125
i,214.427125,214.527125
n,214.527125,214.987125
g,214.987125,215.037125
o,215.037125,215.137125
n,215.827125,215.917125
u,215.917125,216.027125
m,216.027125,217.057125
m,217.057125,217.187125
6,217.187125,217.957125
s,217.957125,217.987125
?,220.957125,221.007125
e:,221.007125,221.127125
n,221.127125,221.247125
j,221.247125,221.447125
u:,221.447125,221.557125
u:,221.557125,221.757125
i,222.287125,222.317125
t,222.317125,222.347125
s,222.347125,222.397125
j,222.397125,222.437125
u,222.437125,222.487125
s,222.487125,222.567125
l,222.567125,222.597125
ai,222.597125,222.687125
k,222.687125,222.717125
d,222.717125,222.747125
@,222.747125,222.777125
g,222.777125,222.847125
e,222.847125,222.957125
i,222.957125,222.997125
m,222.997125,223.027125
b,223.027125,223.057125
a,223.057125,223.127125
t,223.127125,223.157125
l,223.157125,223.187125
@,223.187125,223.277125
s,223.277125,223.417125
i,223.417125,223.527125
p,223.527125,223.582125
p,223.582125,223.667125
r,223.667125,223.697125
e,223.697125,223.737125
t,223.737125,223.767125
i,223.767125,223.807125
m,223.807125,223.837125
u,223.837125,223.957125
x,223.957125,223.987125
i,224.387125,224.667125
k,224.667125,224.737125
n,224.737125,224.947125
o,224.947125,224.987125
a:,225.057125,225.097125
f,225.097125,225.157125
u:,225.157125,225.417125
r,225.417125,225.447125
a:,225.447125,225.487125
t,225.487125,225.517125
u:,225.517125,225.627125
a:,225.627125,225.667125
z,225.747125,225.797125
e:,225.797125,226.157125
v,226.157125,226.267125
@,226.267125,226.437125
n,226.437125,226.467125
?,227.517125,227.567125
e:,227.567125,227.707125
n,227.707125,227.957125
u,227.957125,228.027125
m,228.027125,228.057125
v,229.197125,229.257125
e,229.257125,229.287125
o,229.287125,229.487125
f,229.487125,229.577125
a:,229.577125,229.637125
t,229.717125,229.757125
r,229.757125,229.787125
e:,229.787125,229.857125
d,229.857125,229.907125
o,229.907125,230.107125
l,230.107125,230.137125
a,230.137125,230.167125
r,230.167125,230.197125
v,230.197125,230.227125
o,230.227125,230.337125
n,230.337125,230.367125
i:,230.367125,230.407125
v,230.407125,230.437125
@,230.437125,230.627125
v,230.857125,230.917125
o,230.917125,231.137125
n,231.137125,231.317125
p,231.727125,231.797125
r,231.797125,231.837125
o:,231.837125,231.987125
b,231.987125,232.057125
a,232.057125,232.087125
b,232.087125,232.117125
l,232.117125,232.147125
i,232.147125,232.317125
f,234.437125,234.497125
u:,234.497125,234.637125
r,234.637125,234.667125
au,234.667125,234.777125
t,234.777125,234.807125
o,234.807125,234.857125
f,234.857125,234.907125
f,234.967125,235.027125
ai,235.027125,235.347125
f,235.347125,235.377125
i,235.947125,236.027125
k,236.027125,236.057125
n,236.057125,236.227125
o,236.227125,236.267125
?,237.437125,237.487125
i,237.487125,237.527125
n,237.527125,237.577125
z,237.577125,237.607125
e,237.607125,237.797125
t,237.797125,237.827125
i:,238.387125,238.437125
h,238.437125,238.647125
a:,238.647125,238.727125
f,238.727125,238.757125
e,238.757125,238.827125
n,238.827125,238.877125
b,238.877125,238.937125
u,238.937125,239.017125
g,239.017125,239.077125
t,239.077125,239.117125
z,239.117125,239.147125
e,239.147125,239.257125
t,239.257125,239.287125
m,239.287125,239.327125
e,239.327125,239.437125
n,239.437125,239.477125
i,239.477125,239.567125
o,239.567125,239.597125
f,239.597125,239.627125
t,239.627125,239.657125
e:,239.657125,239.697125
n,239.697125,239.837125
b,239.837125,239.887125
u,239.887125,240.007125
t,240.007125,240.057125
?,240.227125,240.277125
i,240.277125,240.327125
n,240.327125,240.377125
z,240.377125,240.407125
e,240.407125,240.597125
t,240.597125,240.627125
r,240.707125,240.747125
a:,240.747125,240.787125
ts,240.787125,240.827125
@,240.827125,240.997125
r,241.327125,241.367125
i,241.367125,241.427125
c,241.427125,241.457125
h,241.457125,241.487125
t,241.487125,241.522125
t,241.522125,241.577125
e,241.577125,241.697125
r,241.697125,241.727125
@,241.727125,241.797125
f,241.897125,241.957125
u:,241.957125,242.097125
r,242.097125,242.127125
au,242.127125,242.177125
t,242.177125,242.207125
o,242.207125,242.257125
f,242.257125,242.287125
f,242.337125,242.397125
ai,242.397125,242.567125
f,242.567125,242.597125
s,242.597125,242.677125
n,242.677125,242.707125
o:,242.707125,242.777125
t,242.777125,242.812125
t,242.812125,242.957125
u,242.957125,242.987125
b,242.987125,243.047125
a:,243.047125,243.277125
g,245.037125,245.117125
o,245.117125,245.217125
t,245.217125,245.247125
m,245.247125,245.277125
ai,245.277125,245.397125
m,245.397125,245.447125
o,245.447125,245.667125
m,245.667125,245.737125
v,245.737125,245.767125
o,245.767125,245.927125
n,245.927125,245.977125
o,245.977125,246.097125
n,246.097125,246.137125
h,246.137125,246.167125
e:,246.167125,246.227125
6,246.227125,246.267125
b,246.267125,246.407125
i,246.407125,246.467125
r,246.467125,246.497125
t,246.497125,246.537125
?,246.537125,246.587125
e,246.587125,246.617125
ai,246.617125,246.707125
s,246.707125,246.837125
@,246.837125,246.867125
g,246.867125,246.947125
o,246.947125,246.997125
t,246.997125,247.037125
f,247.097125,247.127125
i,247.127125,247.207125
f,247.207125,247.247125
t,247.247125,247.347125
e:,247.347125,247.407125
n,247.407125,247.457125
d,247.457125,247.497125
o,247.497125,247.527125
l,247.527125,247.557125
a,247.557125,247.607125
r,247.607125,247.707125
s,247.707125,247.737125
?,250.667125,250.707125
e:,250.707125,250.987125
n,250.987125,251.237125
d,251.587125,251.617125
@,251.617125,251.707125
o,251.707125,251.737125
t,251.737125,251.767125
6,251.767125,251.837125
t,251.837125,251.977125
ai,251.977125,252.097125
m,252.097125,252.137125
s,252.137125,252.177125
i:,252.177125,252.217125
g,252.217125,252.247125
e,252.247125,252.277125
t,252.277125,252.307125
t,252.307125,252.337125
e:,252.337125,252.487125
n,252.487125,252.617125
i:,252.617125,252.657125
ai,252.657125,252.907125
t,252.907125,252.987125
6,252.987125,253.137125
v,253.137125,253.267125
i,253.267125,253.447125
n,253.447125,253.597125
m,254.227125,254.257125
ai,254.257125,254.347125
t,254.407125,254.447125
r,254.447125,254.477125
e:,254.477125,254.627125
d,254.627125,254.657125
o,254.657125,254.737125
l,254.737125,254.767125
a,254.767125,254.797125
r,254.797125,254.827125
s,254.827125,254.867125
b,254.867125,254.937125
a,254.937125,255.137125
k,255.137125,255.217125
o,255.947125,256.157125
6,256.157125,256.357125
?,256.657125,256.737125
i:,256.737125,256.777125
v,256.777125,256.847125
o,256.847125,256.947125
n,256.947125,257.107125
n,257.107125,257.257125
ai,257.257125,257.487125
n,257.487125,257.537125
n,265.107125,265.707125
o,265.707125,265.737125
l,265.737125,265.767125
a,265.767125,265.837125
r,265.837125,265.907125
s,265.907125,265.937125
h,266.337125,266.467125
m,266.467125,266.497125
j,267.647125,267.807125
e:,267.807125,268.117125
j,273.067125,273.187125
e:,273.187125,273.477125
z,274.427125,274.457125
e,274.457125,274.537125
t,274.537125,274.567125
k,274.567125,274.637125
au,274.637125,274.677125
l,274.677125,274.707125
r,274.707125,274.797125
e,274.797125,274.837125
a,274.837125,274.897125
l,274.897125,274.947125
i,274.947125,275.007125
b,275.007125,275.077125
ai,275.077125,275.227125
t,275.227125,275.257125
j,275.257125,275.347125
u:,275.347125,275.387125
i,275.387125,275.427125
n,275.427125,275.467125
d,275.467125,275.497125
@,275.497125,275.547125
b,275.547125,275.627125
a,275.627125,275.787125
k,275.787125,275.897125
t,275.897125,276.067125
?,276.067125,276.097125
au,276.097125,276.177125
g,276.177125,276.207125
v,277.007125,277.057125
i,277.057125,277.087125
n,277.087125,277.137125
i,277.137125,277.187125
n,277.187125,277.257125
a,277.257125,277.387125
l,277.387125,277.417125
z,277.417125,277.447125
e,277.447125,277.577125
t,277.577125,277.607125
m,277.607125,277.637125
a,277.637125,277.767125
n,277.767125,277.827125
i,277.827125,277.897125
?,278.387125,278.487125
i,278.487125,278.547125
b,278.547125,278.647125
@,278.647125,278.687125
v,279.787125,279.837125
e,279.837125,279.867125
l,279.867125,280.067125
i,280.067125,280.187125
b,280.187125,280.217125
k,280.367125,280.507125
v,280.507125,280.537125
ai,280.537125,280.647125
t,280.647125,280.677125
@,280.677125,280.707125
k,280.707125,280.777125
o,280.777125,280.807125
n,280.807125,280.857125
t,280.857125,280.997125
@,280.997125,281.137125
n,281.137125,281.187125
v,281.187125,281.227125
i,281.227125,281.287125
t,281.287125,281.317125
v,281.377125,281.447125
o,281.447125,281.597125
n,281.597125,281.657125
m,281.657125,281.687125
i,281.687125,281.717125
l,281.717125,281.817125
j,281.817125,281.847125
o:,281.847125,281.887125
n,281.887125,281.947125
d,281.947125,281.977125
o,281.977125,282.117125
l,282.117125,282.167125
a,282.167125,282.207125
r,282.207125,282.237125
s,282.237125,282.287125
b,282.287125,282.387125
u,282.387125,282.467125
t,282.467125,282.497125
t,282.817125,282.937125
e,282.937125,283.027125
n,283.027125,283.097125
m,283.097125,283.127125
i,283.127125,283.167125
l,283.167125,283.267125
j,283.267125,283.317125
o:,283.317125,283.357125
n,283.357125,283.397125
d,283.397125,283.427125
o,283.427125,283.627125
l,283.627125,283.717125
a,283.717125,283.747125
r,283.747125,283.777125
s,283.777125,283.807125
i,283.807125,283.907125
s,283.907125,284.017125
k,284.017125,284.137125
i,284.137125,284.167125
n,284.167125,284.307125
